No.,Pokémon,Entry,Bucket,Weight,Lv. Min,Lv. Max,Biomes,Excluded Biomes,Time,Weather,Multipliers,Context,Presets,Conditions,Anticonditions,skyLightMin,skyLightMax,canSeeSky,Patternkey=Value
0062,Poliwrath,7,common,0.025,34,51,"Freshwater, Hills, Jungle, Magical, Mushroom, Temperate",Freezing,any,any,,fishing,,,,,,TRUE,
0062,Poliwrath,8,common,0.025,34,51,Lush,,any,any,Lure0/1 x0.6,fishing,,,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",0,7,,
0062,Poliwrath,9,common,0.025,34,51,Swamp,,any,any,,submerged,Water,minecraft:lily_pad,,8,15,FALSE,
0062,Poliwrath,10,common,0.015,34,51,"Freshwater, Hills, Jungle, Magical, Mushroom, Temperate","Freezing, Swamp",any,any,,submerged,Water,,,8,15,FALSE,
0062,Poliwrath,11,common,0.025,34,51,"Freshwater, Hills, Jungle, Magical, Mushroom, Temperate",Freezing,any,any,,fishing,,,,8,15,FALSE,
0062,Poliwrath,12,common,0.005,34,51,Overworld,Lush,any,any,,grounded,Natural,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0062,Poliwrath,13,common,0.015,34,51,Overworld,Lush,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0062,Poliwrath,14,common,0.025,34,51,Overworld,Lush,any,any,Lure0/1 x0.6,fishing,,"structure:cobblemon:shipwreck_coves/lush_shipwreck_cove, minY = -41, maxY = 9",,0,7,,
0063,Abra,1,rare,7.5,6,31,"Hills, Temperate",Magical,night,any,,grounded,Natural,,,8,15,,
0063,Abra,2,uncommon,8.4,6,31,Magical,,night,any,,grounded,Natural,,,8,15,,
0063,Abra,3,common,1.8,6,31,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0064,Kadabra,1,rare,2.375,16,40,"Hills, Temperate",Magical,night,any,,grounded,Natural,,,8,15,,
0064,Kadabra,2,uncommon,1.52,16,40,Magical,,night,any,,grounded,Natural,,,8,15,,
0064,Kadabra,3,common,0.19,16,40,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0065,Alakazam,1,rare,0.125,35,50,"Hills, Temperate",Magical,night,any,,grounded,Natural,,,8,15,,
0065,Alakazam,2,uncommon,0.08,35,50,Magical,,night,any,,grounded,Natural,,,8,15,,
0065,Alakazam,3,common,0.01,35,50,Overworld,,any,any,,grounded,Mansion,,,,,FALSE,
0066,Machop,1,common,5.4,6,31,Hills,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0067,Machoke,1,common,0.57,28,41,Hills,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0068,Machamp,1,common,0.03,36,51,Hills,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0069,Bellsprout,1,common,9,5,30,Jungle,,any,any,,grounded,Natural,,,8,15,,
0070,Weepinbell,1,common,0.95,21,39,Jungle,,any,any,,grounded,Natural,,,8,15,,
0071,Victreebel,1,common,0.05,34,49,Jungle,,any,any,,grounded,Natural,,,8,15,,
0072,Tentacool,1,common,9,9,34,Ocean,,any,any,,surface,Water,,,,,TRUE,
0072,Tentacool,2,uncommon,8.4,9,34,Overworld,"Dripstone, Lush",any,any,,submerged,Water,,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",0,7,FALSE,
0072,Tentacool,3,common,1.8,9,34,Ocean,,any,any,,submerged,Water,,,8,15,,
0072,Tentacool,4,common,9,9,34,Ocean,,any,any,,fishing,,,,,,TRUE,
0072,Tentacool,5,common,9,9,34,Overworld,"Dripstone, Lush",any,any,Lure0/1 x0.6,fishing,,,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",0,7,FALSE,
0072,Tentacool,6,common,9,9,34,Ocean,,any,any,,fishing,,,,8,15,FALSE,
0072,Tentacool,7,common,9,9,34,Overworld,,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0072,Tentacool,8,common,9,9,34,Overworld,,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0073,Tentacruel,1,common,1,30,52,Ocean,,any,any,,surface,Water,,,,,TRUE,
0073,Tentacruel,2,uncommon,1.6,30,52,Overworld,"Dripstone, Lush",any,any,,submerged,Water,,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",0,7,FALSE,
0073,Tentacruel,3,common,0.2,30,52,Ocean,,any,any,,submerged,Water,,,8,15,,
0073,Tentacruel,4,common,1,30,52,Ocean,,any,any,,fishing,,,,,,TRUE,
0073,Tentacruel,5,common,1,30,52,Overworld,"Dripstone, Lush",any,any,Lure0/1 x0.6,fishing,,,"structure:#cobblemon:shipwreck_cove, minY = -60, maxY = 13",0,7,FALSE,
0073,Tentacruel,6,common,1,30,52,Ocean,,any,any,,fishing,,,,8,15,FALSE,
0073,Tentacruel,7,common,1,30,52,Overworld,,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0073,Tentacruel,8,common,1,30,52,Overworld,,any,any,,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0074,Geodude,1,common,9,5,30,Mountain,,any,any,,grounded,"Natural, Wild",,,8,15,,
0074,Geodude,2,common,9,5,30,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0074,Geodude [Alolan],3,common,9,5,30,Overworld,,any,any,,grounded,Natural,#minecraft:iron_ores,,,,any,
0075,Graveler,1,common,0.95,25,39,Mountain,,any,any,,grounded,"Natural, Wild",,,8,15,,
0075,Graveler,2,common,0.95,25,39,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0075,Graveler [Alolan],3,common,0.95,25,39,Overworld,,any,any,,grounded,Natural,#minecraft:iron_ores,,,,any,
0076,Golem,1,common,0.05,34,50,Mountain,,any,any,,grounded,"Natural, Wild",,,8,15,,
0076,Golem,2,common,0.05,34,50,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0076,Golem [Alolan],3,common,0.05,34,50,Overworld,,any,any,,grounded,Natural,#minecraft:iron_ores,,,,any,
0077,Ponyta,1,uncommon,5.04,16,41,Grassland,"Floral, Magical",any,clear,Night x0.25,grounded,Natural,,,8,15,,
0077,Ponyta,2,common,5.4,16,41,"Nether Overgrowth, Nether Wasteland",,any,any,,grounded,Natural,,,,,any,
0077,Ponyta [Galarian],3,uncommon,8.4,16,41,"Floral, Magical",,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0077,Ponyta [Galarian],4,common,9,16,41,Aether,,any,any,,grounded,Natural,,,8,15,,
0078,Rapidash,1,uncommon,0.96,40,50,Grassland,"Floral, Magical",any,clear,Night x0.25,grounded,Natural,,,8,15,,
0078,Rapidash,2,common,0.6,40,50,"Nether Overgrowth, Nether Wasteland",,any,any,,grounded,Natural,,,,,any,
0078,Rapidash [Galarian],3,uncommon,1.6,40,50,"Floral, Magical",,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0078,Rapidash [Galarian],4,common,1,40,50,Aether,,any,any,,grounded,Natural,,,8,15,,
0079,Slowpoke,1,common,5.4,7,32,Beach,,any,any,,grounded,Natural,,,8,15,,
0079,Slowpoke,2,common,6,7,32,River,Freezing,any,any,,grounded,Natural,,,8,15,,
0079,Slowpoke,3,common,1.8,7,32,Beach,,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0079,Slowpoke,4,common,2,7,32,Freshwater,Freezing,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0079,Slowpoke,5,common,1.8,7,32,Beach,,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0079,Slowpoke,6,common,2,7,32,Freshwater,Freezing,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0079,Slowpoke [Galarian],7,common,5.4,7,32,"Mushroom Fields, Tropical Island",,any,any,,grounded,Natural,minecraft:water,,8,15,,
0079,Slowpoke [Galarian],8,common,1.8,7,32,"Mushroom Fields, Tropical Island",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0079,Slowpoke [Galarian],9,common,1.8,7,32,"Mushroom Fields, Tropical Island",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0080,Slowbro,1,common,0.45,37,49,Beach,,any,any,,grounded,Natural,,,8,15,,
0080,Slowbro,2,common,0.15,37,49,Beach,,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0080,Slowbro,3,common,0.15,37,49,Beach,,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0080,Slowbro [Galarian],4,common,0.45,37,49,"Mushroom Fields, Tropical Island",,any,any,,grounded,Natural,minecraft:water,,8,15,,
0080,Slowbro [Galarian],5,common,0.15,37,49,"Mushroom Fields, Tropical Island",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0080,Slowbro [Galarian],6,common,0.15,37,49,"Mushroom Fields, Tropical Island",,any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0081,Magnemite,1,uncommon,84,8,33,Overworld,Deep Dark,any,any,,grounded,Redstone,,,,,any,
0081,Magnemite,2,common,1.8,8,33,Overworld,,any,any,Storm x5,grounded,,minecraft:lightning_rod,,8,15,,
0082,Magneton,1,uncommon,15.2,30,47,Overworld,Deep Dark,any,any,,grounded,Redstone,,,,,any,
0082,Magneton,2,common,0.19,30,47,Overworld,,any,any,Storm x5,grounded,,minecraft:lightning_rod,,8,15,,
0083,Farfetch'd,1,common,10,13,38,Overworld,,any,any,Night x0.25,grounded,"Natural, Treetop, Wild",cobblemon:medicinal_leek,,8,15,,
0083,Farfetch'd [Galarian],2,rare,8.75,13,38,Forest,,any,any,Night x0.25,grounded,"Natural, Wild",,minecraft:water,8,15,,
0084,Doduo,1,common,9,6,31,Savanna,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0084,Doduo,2,common,9,6,31,"Skyroot Grove, Skyroot Meadow",,any,any,,grounded,Natural,,,8,15,,
0085,Dodrio,1,common,1,31,47,Savanna,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0085,Dodrio,2,common,1,31,47,"Skyroot Grove, Skyroot Meadow",,any,any,,grounded,Natural,,,8,15,,
0086,Seel,1,common,9,8,33,Frozen Ocean,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0086,Seel,2,common,9,8,33,Frozen Ocean,,any,any,Day x0.25,submerged,Water,,,,,TRUE,
0086,Seel,3,common,9,8,33,"Cold Ocean, Frozen Ocean",,any,any,"Day x0.25, Lure0/1 x0.6",fishing,,,,,,TRUE,
0086,Seel,4,common,9,8,33,Frozen Ocean,,any,any,Day x0.25,submerged,Water,,,8,15,FALSE,
0086,Seel,5,common,9,8,33,"Cold Ocean, Frozen Ocean",,any,any,"Day x0.25, Lure0/1 x0.6",fishing,,,,8,15,FALSE,
0087,Dewgong,1,common,1,34,48,Frozen Ocean,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0087,Dewgong,2,common,1,34,48,Frozen Ocean,,any,any,Day x0.25,submerged,Water,,,,,TRUE,
0087,Dewgong,3,common,1,34,48,"Cold Ocean, Frozen Ocean",,any,any,"Day x0.25, Lure0/1 x0.6",fishing,,,,,,TRUE,
0087,Dewgong,4,common,1,34,48,Frozen Ocean,,any,any,Day x0.25,submerged,Water,,,8,15,FALSE,
0087,Dewgong,5,common,1,34,48,"Cold Ocean, Frozen Ocean",,any,any,"Day x0.25, Lure0/1 x0.6",fishing,,,,8,15,FALSE,
0088,Grimer,1,uncommon,1.68,8,33,Swamp,,any,any,Night x1.5,surface,Water,,,8,15,,
0088,Grimer,2,uncommon,1.68,8,33,Overworld,Swamp,any,any,Night x1.5,surface,"Water, Urban",,,8,15,,
0088,Grimer,3,uncommon,1.68,8,33,Overworld,Swamp,any,any,Night x1.5,surface,Water,structure:#minecraft:village,,8,15,,
0088,Grimer,4,common,1.8,8,33,Swamp,,any,any,"Lure2 x3, Lure3 x5",fishing,Water,,,,,TRUE,
0088,Grimer,5,common,1.8,8,33,Overworld,Swamp,any,any,"Lure2 x3, Lure3 x5",fishing,"Water, Urban",,,,,TRUE,
0088,Grimer,6,common,1.8,8,33,Overworld,Swamp,any,any,"Lure2 x3, Lure3 x5",fishing,Water,structure:#minecraft:village,,,,TRUE,
0088,Grimer,7,common,1.8,8,33,Swamp,,any,any,"Lure2 x3, Lure3 x5",fishing,Water,,,8,15,FALSE,
0088,Grimer,8,common,1.8,8,33,Overworld,Swamp,any,any,"Lure2 x3, Lure3 x5",fishing,"Water, Urban",,,8,15,FALSE,
0088,Grimer,9,common,1.8,8,33,Overworld,Swamp,any,any,"Lure2 x3, Lure3 x5",fishing,Water,structure:#minecraft:village,,8,15,FALSE,
0088,Grimer [Alolan],10,uncommon,1.68,8,33,Overworld,,any,any,Night x1.5,grounded,"Natural, Urban",,,8,15,,
0088,Grimer [Alolan],11,uncommon,1.68,8,33,Overworld,,any,any,Night x1.5,grounded,Natural,structure:#minecraft:village,,8,15,,
0088,Grimer [Alolan],12,common,9,8,33,Nether Toxic,,any,any,,grounded,Natural,,,,,any,
0089,Muk,1,uncommon,0.32,38,50,Swamp,,any,any,Night x1.5,surface,Water,,,8,15,,
0089,Muk,2,uncommon,0.32,38,50,Overworld,Swamp,any,any,Night x1.5,surface,"Water, Urban",,,8,15,,
0089,Muk,3,uncommon,0.32,38,50,Overworld,Swamp,any,any,Night x1.5,surface,Water,structure:#minecraft:village,,8,15,,
0089,Muk,4,common,0.2,38,50,Swamp,,any,any,"Lure2 x3, Lure3 x5",fishing,Water,,,,,TRUE,
0089,Muk,5,common,0.2,38,50,Overworld,Swamp,any,any,"Lure2 x3, Lure3 x5",fishing,"Water, Urban",,,,,TRUE,
0089,Muk,6,common,0.2,38,50,Overworld,Swamp,any,any,"Lure2 x3, Lure3 x5",fishing,Water,structure:#minecraft:village,,,,TRUE,
0089,Muk,7,common,0.2,38,50,Swamp,,any,any,"Lure2 x3, Lure3 x5",fishing,Water,,,8,15,FALSE,
0089,Muk,8,common,0.2,38,50,Overworld,Swamp,any,any,"Lure2 x3, Lure3 x5",fishing,"Water, Urban",,,8,15,FALSE,
0089,Muk,9,common,0.2,38,50,Overworld,Swamp,any,any,"Lure2 x3, Lure3 x5",fishing,Water,structure:#minecraft:village,,8,15,FALSE,
0089,Muk [Alolan],10,uncommon,0.32,38,50,Overworld,,any,any,Night x1.5,grounded,"Natural, Urban",,,8,15,,
0089,Muk [Alolan],11,uncommon,0.32,38,50,Overworld,,any,any,Night x1.5,grounded,Natural,structure:#minecraft:village,,8,15,,
0089,Muk [Alolan],12,common,1,38,50,Nether Toxic,,any,any,,grounded,Natural,,,,,any,
0090,Shellder,1,common,9.5,6,31,"Cold Ocean, Frozen Ocean",,any,any,,seafloor,Water,,,,,TRUE,
0090,Shellder,2,common,5.7,6,31,Ocean,"Cold Ocean, Frozen Ocean",any,any,,seafloor,Water,,,,,TRUE,
0090,Shellder,3,common,9.5,6,31,"Cold Ocean, Frozen Ocean",,any,any,Lure0/1 x0.6,fishing,,,,,,TRUE,
0090,Shellder,4,common,1.9,6,31,"Coast, Ocean","Cold Ocean, Frozen Ocean",any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0090,Shellder,5,common,9.5,6,31,"Cold Ocean, Frozen Ocean",,any,any,Lure0/1 x0.6,fishing,,,,8,15,FALSE,
0090,Shellder,6,common,1.9,6,31,"Coast, Ocean","Cold Ocean, Frozen Ocean",any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0090,Shellder,7,common,5.7,6,31,Overworld,,any,any,,seafloor,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0090,Shellder,8,common,9.5,6,31,Overworld,,any,any,Lure0/1 x0.6,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0091,Cloyster,1,common,0.5,26,53,"Cold Ocean, Frozen Ocean",,any,any,,seafloor,Water,,,,,TRUE,
0091,Cloyster,2,common,0.3,26,53,Ocean,"Cold Ocean, Frozen Ocean",any,any,,seafloor,Water,,,,,TRUE,
0091,Cloyster,3,common,0.5,26,53,"Cold Ocean, Frozen Ocean",,any,any,Lure0/1 x0.6,fishing,,,,,,TRUE,
0091,Cloyster,4,common,0.1,26,53,"Coast, Ocean","Cold Ocean, Frozen Ocean",any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0091,Cloyster,5,common,0.5,26,53,"Cold Ocean, Frozen Ocean",,any,any,Lure0/1 x0.6,fishing,,,,8,15,FALSE,
0091,Cloyster,6,common,0.1,26,53,"Coast, Ocean","Cold Ocean, Frozen Ocean",any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0091,Cloyster,7,common,0.3,26,53,Overworld,,any,any,,seafloor,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0091,Cloyster,8,common,0.5,26,53,Overworld,,any,any,Lure0/1 x0.6,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0092,Gastly,1,common,9,6,31,"Aether, Overworld",Deep Dark,any,any,,grounded,Natural,maxLight = 0,,0,0,,
0092,Gastly,2,uncommon,5.04,6,31,Overworld,Deep Dark,any,any,,grounded,Derelict,,,,,FALSE,
0092,Gastly,3,common,9,6,31,Spooky,,any,any,,grounded,Natural,maxLight = 0,,8,15,,
0092,Gastly,4,common,9,6,31,Nether,,any,any,,grounded,Natural,,,,,any,
0093,Haunter,1,common,0.95,25,41,"Aether, Overworld",Deep Dark,any,any,,grounded,Natural,maxLight = 0,,0,0,,
0093,Haunter,2,uncommon,0.712,25,41,Overworld,Deep Dark,any,any,,grounded,Derelict,,,,,FALSE,
0093,Haunter,3,common,0.95,25,41,Spooky,,any,any,,grounded,Natural,maxLight = 0,,8,15,,
0093,Haunter,4,common,0.95,25,41,Nether,,any,any,,grounded,Natural,,,,,any,
0094,Gengar,1,common,0.05,36,50,"Aether, Overworld",Deep Dark,any,any,,grounded,Natural,maxLight = 0,,0,0,,
0094,Gengar,2,uncommon,0.048,36,50,Overworld,Deep Dark,any,any,,grounded,Derelict,,,,,FALSE,
0094,Gengar,3,common,0.05,36,50,Spooky,,any,any,,grounded,Natural,maxLight = 0,,8,15,,
0094,Gengar,4,common,0.05,36,50,Nether,,any,any,,grounded,Natural,,,,,any,
0095,Onix,1,uncommon,5.52,14,39,Overworld,Deep Dark,any,any,,grounded,Natural,,,0,7,,
0095,Onix,2,uncommon,1.84,14,39,Nether Basalt,,any,any,,grounded,Natural,,,,,any,
0096,Drowzee,1,common,9,8,33,Overworld,Freezing,night,any,,grounded,"Natural, Urban",,,8,15,,
0096,Drowzee,2,common,9,8,33,Overworld,Freezing,night,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0097,Hypno,1,common,1,26,48,Overworld,Freezing,night,any,,grounded,"Natural, Urban",,,8,15,,
0097,Hypno,2,common,1,26,48,Overworld,Freezing,night,any,,grounded,Natural,structure:#minecraft:village,,8,15,,
0098,Krabby,1,common,9,8,33,Coast,,any,any,,grounded,Natural,,,8,15,,
0098,Krabby,2,common,1.8,8,33,"Coast, Ocean",,any,any,,seafloor,Water,,,,,TRUE,
0098,Krabby,3,common,9,8,33,"Coast, Ocean",,any,any,Lure0/1 x0.6,fishing,,,,,,TRUE,
0098,Krabby,4,common,9,8,33,"Coast, Ocean",,any,any,Lure0/1 x0.6,fishing,,,,8,15,FALSE,
0098,Krabby,5,common,1.8,8,33,Overworld,,any,any,,seafloor,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0098,Krabby,6,common,9,8,33,Overworld,,any,any,Lure0/1 x0.6,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0099,Kingler,1,common,1,28,48,Coast,,any,any,,grounded,Natural,,,8,15,,
0099,Kingler,2,common,0.2,28,48,"Coast, Ocean",,any,any,,seafloor,Water,,,,,TRUE,
0099,Kingler,3,common,1,28,48,"Coast, Ocean",,any,any,Lure0/1 x0.6,fishing,,,,,,TRUE,
0099,Kingler,4,common,1,28,48,"Coast, Ocean",,any,any,Lure0/1 x0.6,fishing,,,,8,15,FALSE,
0099,Kingler,5,common,0.2,28,48,Overworld,,any,any,,seafloor,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0099,Kingler,6,common,1,28,48,Overworld,,any,any,Lure0/1 x0.6,fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0100,Voltorb,1,common,1.8,8,33,Overworld,,any,any,Storm x5,grounded,"Natural, Urban",,,8,15,,
0100,Voltorb,2,common,1.8,8,33,Overworld,,any,any,Storm x5,grounded,Natural,structure:#minecraft:village,,8,15,,
0100,Voltorb,3,uncommon,84,8,33,Overworld,,any,any,Storm x5,grounded,,minecraft:lightning_rod,,8,15,,
0100,Voltorb [Hisuian],4,uncommon,92,8,33,Overworld,,any,any,Storm x5,grounded,Natural,#cobblemon:apricorns,,8,15,,
0101,Electrode,1,common,0.2,30,49,Overworld,,any,any,Storm x5,grounded,"Natural, Urban",,,8,15,,
0101,Electrode,2,common,0.2,30,49,Overworld,,any,any,Storm x5,grounded,Natural,structure:#minecraft:village,,8,15,,
0101,Electrode,3,uncommon,16,30,49,Overworld,,any,any,Storm x5,grounded,,minecraft:lightning_rod,,8,15,,
0101,Electrode [Hisuian],4,uncommon,8,30,49,Overworld,,any,any,Storm x5,grounded,Natural,#cobblemon:apricorns,,8,15,,
0102,Exeggcute,1,common,1.9,8,33,"Jungle, Savanna",,any,any,,grounded,Natural,,,8,15,,
0102,Exeggcute,2,uncommon,9.2,8,33,"Beach, Tropical Island",Freezing,any,any,,grounded,Natural,,,8,15,,region_bias=alola
0103,Exeggutor,1,common,0.1,28,53,"Jungle, Savanna",,any,any,,grounded,Natural,,,8,15,,
0103,Exeggutor [Alolan],2,uncommon,0.8,28,53,"Beach, Tropical Island",Freezing,any,any,,grounded,Natural,,,8,15,,
0104,Cubone,1,common,1.8,7,32,"Badlands, Desert",,any,any,,grounded,"Natural, Wild",,,8,15,,
0104,Cubone,2,common,5.4,7,32,Volcanic,,any,any,,grounded,"Natural, Wild",,,8,15,,region_bias=alola
0104,Cubone,3,common,9,7,32,Nether Desert,,any,any,,grounded,"Natural, Wild",,,,,any,region_bias=alola
0105,Marowak,1,common,0.2,28,43,"Badlands, Desert",,any,any,,grounded,"Natural, Wild",,,8,15,,
0105,Marowak [Alolan],2,common,0.6,28,43,Volcanic,,any,any,,grounded,"Natural, Wild",,,8,15,,
0105,Marowak [Alolan],3,common,1,28,43,Nether Desert,,any,any,,grounded,"Natural, Wild",,,,,any,
0106,Hitmonlee,1,uncommon,0.32,20,46,Hills,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0107,Hitmonchan,1,uncommon,0.32,20,46,Hills,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0108,Lickitung,1,uncommon,1.68,14,39,Grassland,,any,any,Night x0.25,grounded,Natural,,,8,15,,
0109,Koffing,1,common,1.8,9,34,Overworld,,any,any,Night x5,grounded,"Natural, Urban",,,8,15,,
0109,Koffing,2,common,1.8,9,34,Overworld,,any,any,Night x5,grounded,Natural,structure:#minecraft:village,,8,15,,
0109,Koffing,3,common,9,9,34,Nether Toxic,,any,any,,grounded,Natural,,,,,any,
0109,Koffing,4,common,1.8,9,34,Magical,,any,any,Night x1.5,grounded,Natural,,,8,15,,region_bias=galar
0109,Koffing,5,common,1.8,9,34,Spooky,,any,any,Night x1.5,grounded,Natural,,,8,15,,region_bias=galar
0110,Weezing,1,common,0.2,35,49,Overworld,,any,any,Night x5,grounded,"Natural, Urban",,,8,15,,
0110,Weezing,2,common,0.2,35,49,Overworld,,any,any,Night x5,grounded,Natural,structure:#minecraft:village,,8,15,,
0110,Weezing,3,common,1,35,49,Nether Toxic,,any,any,,grounded,Natural,,,,,any,
0110,Weezing [Galarian],4,common,0.2,35,49,Magical,,any,any,Night x1.5,grounded,Natural,,,8,15,,
0110,Weezing [Galarian],5,common,0.2,35,49,Spooky,,any,any,Night x1.5,grounded,Natural,,,8,15,,
0111,Rhyhorn,1,common,1.8,10,35,"Mountain, Savanna",Cold,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0112,Rhydon,1,common,0.19,42,49,"Mountain, Savanna",Cold,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0113,Chansey,1,rare,1.125,17,45,Overworld,,any,any,Night x0.25,grounded,"Natural, Urban",,,8,15,,
0113,Chansey,2,rare,1.125,17,45,Overworld,,any,any,Night x0.25,grounded,Natural,structure:#minecraft:village,,8,15,,
0113,Chansey,3,rare,1.125,17,45,Aether,,any,any,,grounded,Natural,,,8,15,,
0114,Tangela,1,common,1.8,19,44,Jungle,,any,any,,grounded,"Natural, Wild",,,8,15,,
0115,Kangaskhan,1,rare,10,24,49,Savanna,,any,any,Night x0.25,grounded,"Natural, Wild",,,8,15,,
0116,Horsea,1,common,1.8,5,30,"Lukewarm Ocean, Warm Ocean",,any,any,,submerged,Water,,,,,TRUE,
0116,Horsea,2,common,1.8,5,30,Ocean,"Cold Ocean, Frozen Ocean",any,any,"Lure2 x3, Lure3 x5",fishing,,,,,,TRUE,
0116,Horsea,3,common,1.8,5,30,"Lukewarm Ocean, Warm Ocean",,any,any,,submerged,Water,,,8,15,FALSE,
0116,Horsea,4,common,1.8,5,30,Ocean,"Cold Ocean, Frozen Ocean",any,any,"Lure2 x3, Lure3 x5",fishing,,,,8,15,FALSE,
0116,Horsea,5,common,1.8,5,30,Overworld,,any,any,,submerged,Water,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
0116,Horsea,6,common,1.8,5,30,Overworld,,any,any,"Lure2 x3, Lure3 x5",fishing,,"structure:cobblemon:shipwreck_coves/submerged_shipwreck_cove, minY = -60, maxY = 13",,,,FALSE,
